system,rho,topic,RR,RBP05,RBP085,AP
MerTetAdtnd,1,380,1.0,0.5317387580871582,0.2636460278137856,0.27029097852131173
MerTetAdtnd,1,381,1.0,0.5000000002328306,0.15098319746456984,0.04527351072235985
MerTetAdtnd,1,382,1.0,0.7916650800034404,0.540465545940058,0.35539371579537976
MerTetAdtnd,1,383,0.3333333333333333,0.1277048592455685,0.23253844424503994,0.03365137186587082
MerTetAdtnd,1,384,1.0,0.5081787707168246,0.2583029169925034,0.1659067326068756
MerTetAdtnd,1,385,0.5,0.4209442451247236,0.5294718093916007,0.17316437878264027
MerTetAdtnd,1,386,0.0,0.0,0.0,0.0
MerTetAdtnd,1,387,1.0,0.9790649419247495,0.7048098835293328,0.24688124508484316
MerTetAdtnd,1,388,1.0,0.8684597714163833,0.686327433459081,0.33890828472584705
MerTetAdtnd,1,389,0.3333333333333333,0.125,0.10837548886453338,0.0025459613755288196
MerTetAdtnd,1,390,0.25,0.06250953676544724,0.11254708652532285,0.012856847938035338
MerTetAdtnd,1,391,0.5,0.43699072988147314,0.6922777475226445,0.3768402323232848
MerTetAdtnd,1,392,1.0,0.9909543271744881,0.8432733335678327,0.44731825785956836
MerTetAdtnd,1,393,1.0,0.8127460482137412,0.40423336532996246,0.0661481706211498
MerTetAdtnd,1,394,1.0,0.515625,0.216555796875,0.08101706756131681
MerTetAdtnd,1,395,1.0,0.950731305886166,0.6936648595353263,0.1793455773863513
MerTetAdtnd,1,396,0.5,0.4353974091357111,0.6342388297476924,0.2985997368211954
MerTetAdtnd,1,397,0.07142857142857142,6.295740610085324e-05,0.028915140575964494,0.03687972214367751
MerTetAdtnd,1,398,1.0,0.9997558591741598,0.9710659905407732,0.45387847306626594
MerTetAdtnd,1,399,0.5,0.46056951116956324,0.6330416615547536,0.2549525767870997
MerTetAdtnd,1,400,1.0,0.855405566575248,0.7395229977435976,0.4568373432282192
nectitech,1,351,1.0,0.7498358339072126,0.7965822800863464,0.4084444214500276
nectitech,1,352,1.0,0.773468257859806,0.42292140191835664,0.04016703232473734
nectitech,1,353,1.0,0.9683564510856968,0.8188829973436311,0.2210390508700314
nectitech,1,354,1.0,0.8316977054346459,0.5952090866367469,0.07599477339391182
nectitech,1,355,0.5,0.36401463439700876,0.47901944985377976,0.20854358487792948
nectitech,1,356,0.07692307692307693,0.0001528263129562113,0.042268723880800226,0.050522241890232245
nectitech,1,357,1.0,0.872572213373543,0.7322047504003677,0.20533082958490623
nectitech,1,358,0.3333333333333333,0.1611068330497934,0.3707639360305933,0.27864146580839483
nectitech,1,359,0.2,0.03320339322090238,0.12722041246046903,0.0819670496747346
nectitech,1,360,1.0,0.5908822148505948,0.48911280743138325,0.17213003312860609
nectitech,1,361,0.1,0.0014658123254776,0.07369369010827925,0.08534441622337337
nectitech,1,362,0.2,0.03126525925472379,0.09254967351236462,0.04133316095639597
nectitech,1,363,1.0,0.8125095405048341,0.3917006686805604,0.2848071286208494
nectitech,1,364,1.0,0.7477503209374918,0.7296174345387039,0.42350503906519416
nectitech,1,365,1.0,0.9920578003220868,0.859699586272811,0.48238127733393726
nectitech,1,366,1.0,0.6288917492530512,0.48039298460375207,0.22818096997145235
nectitech,1,367,1.0,0.625892704629678,0.3703171410452088,0.06174788558012605
nectitech,1,368,1.0,0.9958434927643802,0.8882229055183302,0.4975684369624347
nectitech,1,369,1.0,0.9707031417638063,0.601332178480018,0.48920944343818407
nectitech,1,370,1.0,0.7289553209769714,0.6346320225051669,0.27499094269826324
nectitech,1,371,0.02564102564102564,2.3305801732931286e-12,0.0006756367027833095,0.015745871924420632
nectitech,1,372,0.5,0.31888035777958024,0.3732926586878841,0.13201409167723144
nectitech,1,373,1.0,0.9134104251861643,0.6587224836724169,0.3145880308601281
nectitech,1,374,0.3333333333333333,0.19296536555949664,0.3805093870849032,0.12667158662248074
nectitech,1,375,1.0,0.9125876447579486,0.6733002776496427,0.3421704932753977
nectitech,1,376,0.058823529411764705,7.875263690948595e-06,0.018281245244892906,0.00967025296808373
nectitech,1,377,0.3333333333333333,0.1383400000998024,0.3267441222596044,0.1920152285122749
nectitech,1,378,0.25,0.06250000000000006,0.09214929646081428,0.01138600259575378
nectitech,1,379,0.5,0.25003910064697266,0.16089505414176636,0.08229355868130997
nectitech,1,380,0.08333333333333333,0.0002441406250035527,0.025173727057503856,0.020154079097572934
nectitech,1,381,1.0,0.5000001192093038,0.1543081830744864,0.04895934068819411
nectitech,1,382,0.2,0.053797023371433994,0.3285491686613107,0.2877617088839215
nectitech,1,383,0.5,0.25390648870961763,0.18226256820726572,0.020088757305633535
nectitech,1,384,1.0,0.5320475176558865,0.318475229961807,0.17699940064921818
nectitech,1,385,0.5,0.31356144003825837,0.3057235943775584,0.10828879591752046
nectitech,1,386,0.08333333333333333,0.0002441408578306506,0.026091140894178175,0.017164935748881033
nectitech,1,387,0.5,0.48334655191240505,0.6787640738591059,0.27524236110309946
nectitech,1,388,1.0,0.8448686610581895,0.5370592615957461,0.22354010272232147
nectitech,1,389,0.004739336492890996,3.0385816786431356e-64,2.2597773901205855e-16,5.416908416682181e-05
nectitech,1,390,1.0,0.7639314407715723,0.47481299342637817,0.1220845410208241
nectitech,1,391,0.3333333333333333,0.12507337518900924,0.16833590505212445,0.07340080066603417
nectitech,1,392,0.3333333333333333,0.24829327705247434,0.5449307754268753,0.26282979811583773
nectitech,1,393,1.0,0.7504883110530187,0.31060939653609365,0.05279249740428876
nectitech,1,394,0.3333333333333333,0.12500000005820766,0.10907793603542251,0.025055385933460447
nectitech,1,395,0.3333333333333333,0.19702723994851407,0.369061761151124,0.06789499467530834
nectitech,1,396,1.0,0.968217877802446,0.8206455475186705,0.41385110267284325
nectitech,1,397,1.0,0.9893507985470933,0.7552783408715136,0.4909391051777946
nectitech,1,398,1.0,0.996063232270822,0.9338160677122875,0.49877254954112255
nectitech,1,399,1.0,0.8412323600005323,0.6569965220360334,0.18315342735458426
nectitech,1,400,1.0,0.857056176557518,0.6534259889885021,0.2825854147144165
nectitechall,1,351,1.0,0.9999677259558055,0.9488095309164037,0.5615295356313739
nectitechall,1,352,1.0,0.6422797321910638,0.46787711044993163,0.15504716243709651
nectitechall,1,353,1.0,0.9964287293526883,0.8294196731466917,0.24281888451619274
nectitechall,1,354,1.0,0.9999236166445609,0.9607477826140794,0.35562831728912697
nectitechall,1,355,1.0,0.6594257354754822,0.44600440976123246,0.17272023797142474
nectitechall,1,356,0.058823529411764705,7.64433934997283e-06,0.014903217896631751,0.04501426165945796
nectitechall,1,357,1.0,0.974029518604757,0.766963786706084,0.5037432775300796
nectitechall,1,358,1.0,0.9055080446493204,0.7233280292075152,0.4416725334755737
nectitechall,1,359,0.3333333333333333,0.126228347420696,0.18201141007151556,0.06743970023418529
nectitechall,1,360,1.0,0.9999500289161334,0.9457193385679332,0.4524341038214796
nectitechall,1,361,0.5,0.3906254768371582,0.3082486019813626,0.21710798067596138
nectitechall,1,362,1.0,0.560670852661362,0.47003290219252364,0.16407852352720653
nectitechall,1,363,0.3333333333333333,0.1328132227063179,0.17790226231291648,0.10551177930427945
nectitechall,1,364,0.3333333333333333,0.1866236106749979,0.4922316187904878,0.3773635072476436
nectitechall,1,365,1.0,0.9999691164413207,0.96642147113172,0.8107320837570521
nectitechall,1,366,1.0,0.8503176599638566,0.6576026934508823,0.21382308767123015
nectitechall,1,367,1.0,0.8135300438461961,0.4534146292917397,0.11931200818461782
nectitechall,1,368,1.0,0.9998742156477807,0.9375511761391636,0.43026925559255
nectitechall,1,369,1.0,0.5097665787143364,0.25581506518342967,0.2342674320658467
nectitechall,1,370,0.3333333333333333,0.12993850393188222,0.25710755376856387,0.19212911089518064
nectitechall,1,371,0.058823529411764705,7.748720236122608e-06,0.016165387491089957,0.02601393016477313
nectitechall,1,372,1.0,0.9946389201213623,0.776589541599162,0.30856041863047107
nectitechall,1,373,1.0,0.6868446804583357,0.6592076370195136,0.3984850546272263
nectitechall,1,374,1.0,0.8426664494672618,0.7138430620687178,0.29652660073743264
nectitechall,1,375,1.0,0.8666307630556691,0.7368328751603808,0.25671028684532443
nectitechall,1,376,0.5,0.4662742657691492,0.6381805385213355,0.23125200631297457
nectitechall,1,377,1.0,0.6738415332683874,0.48490952271702875,0.2664958714510197
nectitechall,1,378,0.5,0.25390636967495084,0.1809406948489747,0.030610492954969773
nectitechall,1,379,1.0,0.7501225699682053,0.3111223942112375,0.2575048940025659
nectitechall,1,380,0.3333333333333333,0.1878662109375,0.24693189840193897,0.21637952034030444
nectitechall,1,381,1.0,0.5000000597210601,0.15439775211240753,0.05598714120157827
nectitechall,1,382,1.0,0.992598086595649,0.7789496749724955,0.5968409514586827
nectitechall,1,383,0.3333333333333333,0.1330719012767223,0.20488154031365696,0.023173406419509886
nectitechall,1,384,0.25,0.09961700733402036,0.27500757842390966,0.19886466729596314
nectitechall,1,385,1.0,0.9984386452712712,0.8668765981255966,0.3420704610185812
nectitechall,1,386,0.06666666666666667,3.075599670410159e-05,0.02036479505638409,0.028552261838048498
nectitechall,1,387,1.0,0.8262639243371557,0.5632754574581825,0.26052854286981875
nectitechall,1,388,1.0,0.5422993462417482,0.4210517369141795,0.23003479048562636
nectitechall,1,389,1.0,0.75390625,0.325588568759817,0.019962367517632373
nectitechall,1,390,1.0,0.9999046431112544,0.9202788101610683,0.3229379208727523
nectitechall,1,391,1.0,0.9999999993590386,0.9962947817160691,0.4937641375436506
nectitechall,1,392,1.0,0.665086017234032,0.4801484778264652,0.1345902783655951
nectitechall,1,393,1.0,0.9845886388802683,0.6819436328513704,0.12799295596096538
nectitechall,1,394,1.0,0.5625019073486328,0.25017313560356264,0.10191852632394213
nectitechall,1,395,0.25,0.12378039968844284,0.45334899452607946,0.1878773822683735
nectitechall,1,396,1.0,0.9999990233045546,0.9823876249747318,0.6086901471080238
nectitechall,1,397,0.25,0.0625,0.0921190885363978,0.030304673332933848
nectitechall,1,398,1.0,0.9686073036299305,0.855187689004843,0.34185127309135177
nectitechall,1,399,0.3333333333333333,0.15133762566905062,0.39367126002399333,0.1351308550013655
nectitechall,1,400,1.0,0.9890109594920782,0.8136262601181642,0.43125300541328554
nectitechdes,1,351,1.0,0.9999371338656502,0.944771930171658,0.5665831114346854
nectitechdes,1,352,1.0,0.5871046255377923,0.48537815997003203,0.19522395533405446
nectitechdes,1,353,1.0,0.9995742298816762,0.8727029713655119,0.23318753671458958
nectitechdes,1,354,1.0,0.7499923591559597,0.8539507392119579,0.30513727876708036
nectitechdes,1,355,1.0,0.8615880161670484,0.6026896445123076,0.25715962667333986
nectitechdes,1,356,0.05555555555555555,3.818917324600879e-06,0.013163548998059977,0.05260749751144146
nectitechdes,1,357,1.0,0.9965581855503717,0.8607812739990193,0.5359310615579791
nectitechdes,1,358,1.0,0.9661760352342075,0.7762254260656853,0.44984457157520014
nectitechdes,1,359,0.14285714285714285,0.008148252971295733,0.11922740714825589,0.06129657275726529
nectitechdes,1,360,1.0,0.9843197168986966,0.8544470926979219,0.284486029203374
nectitechdes,1,361,0.5,0.359893798828125,0.4094220954590398,0.3528071947545632
nectitechdes,1,362,1.0,0.5225243568429506,0.3725543744530022,0.14166236525205003
nectitechdes,1,363,0.3333333333333333,0.1406707763671875,0.20344980148078548,0.10009156461327816
nectitechdes,1,364,0.3333333333333333,0.18662361067420208,0.49221298477263575,0.3793611116685033
nectitechdes,1,365,1.0,0.9999979951540467,0.9775758531479317,0.828570767735181
nectitechdes,1,366,1.0,0.964187787698924,0.7493500940838368,0.30942677789640155
nectitechdes,1,367,1.0,0.8910398484623134,0.5442865780195946,0.13632779379698734
nectitechdes,1,368,1.0,0.9999997591112351,0.9886279986705895,0.6245339115184829
nectitechdes,1,369,1.0,0.7676429795537842,0.41687150855382915,0.402655657319215
nectitechdes,1,370,1.0,0.9990153231179821,0.9430049246209998,0.4435462183244284
nectitechdes,1,371,0.14285714285714285,0.007820129394534803,0.06778233165531083,0.03153966198192989
nectitechdes,1,372,1.0,0.9972539023838466,0.8115291843954148,0.3398125751833899
nectitechdes,1,373,1.0,0.7419818119451529,0.7122550060302961,0.41507954682136816
nectitechdes,1,374,1.0,0.9607829143926834,0.8107172307346443,0.3331380957346694
nectitechdes,1,375,1.0,0.7336087907033857,0.6962231242886675,0.2851209930663796
nectitechdes,1,376,0.5,0.4915780682434421,0.6724257162824825,0.25560781503346824
nectitechdes,1,377,1.0,0.6738415332683874,0.48490768483280705,0.26593510162066386
nectitechdes,1,378,0.14285714285714285,0.007812500232830866,0.05759298663586699,0.014875642521708218
nectitechdes,1,379,0.047619047619047616,4.770990935654157e-07,0.007439061314299558,0.04414608969961611
nectitechdes,1,380,0.5,0.3750007153721526,0.24745775344703805,0.239689002859273
nectitechdes,1,381,1.0,0.5000324249267578,0.17346243353213928,0.05921084122145704
nectitechdes,1,382,1.0,0.8921690676511407,0.5709723988260553,0.4312843581864749
nectitechdes,1,383,0.2,0.03137303143785175,0.1089159313737478,0.016612703586438578
nectitechdes,1,384,0.3333333333333333,0.1601679651069503,0.2666221327252145,0.19925369766937873
nectitechdes,1,385,1.0,0.9942611011800331,0.8090147287705017,0.28239874833746587
nectitechdes,1,386,0.0625,1.5377998352050795e-05,0.017308155179086328,0.0265861213356439
nectitechdes,1,387,1.0,0.968750245956528,0.5648768775793247,0.1816779667306591
nectitechdes,1,388,1.0,0.6477781553268935,0.5260147994354668,0.30832315136942734
nectitechdes,1,389,0.012048192771084338,1.033977737843555e-25,2.558635982572518e-07,0.0019705311485777727
nectitechdes,1,390,1.0,0.9998780519895265,0.888658983292451,0.28055220494005406
nectitechdes,1,391,1.0,0.9999999971474696,0.9955941981731108,0.5005606484759751
nectitechdes,1,392,1.0,0.665086017234032,0.4801484778264652,0.1345902783655951
nectitechdes,1,393,1.0,0.9844671487953749,0.6669663933091844,0.12240990765115849
nectitechdes,1,394,1.0,0.53125,0.2283176696253476,0.0878488408576777
nectitechdes,1,395,0.25,0.0738783186134322,0.3202374455386975,0.17951231314124044
nectitechdes,1,396,1.0,0.999994145824548,0.9665858400782006,0.48482125567587914
nectitechdes,1,397,0.25,0.0625,0.09212021162627455,0.04012343036779526
nectitechdes,1,398,1.0,0.8038674378879236,0.6036695982897784,0.2137072853133591
nectitechdes,1,399,0.3333333333333333,0.13548303772415693,0.3136100669274012,0.0702811574194347
nectitechdes,1,400,1.0,0.9750916161498608,0.7783277373606858,0.41252553469462433
nsasgrp4,1,351,1.0,0.7463612743762273,0.6621786030103318,0.4344210224575567
nsasgrp4,1,352,0.004784688995215311,1.2154326714572542e-63,3.1278511551009126e-16,0.0011160359114836878
nsasgrp4,1,353,1.0,0.996909977877352,0.8552451033974652,0.1801553779477257
nsasgrp4,1,354,1.0,0.5351562657951998,0.28424499703366884,0.05745046991200461
nsasgrp4,1,355,0.5,0.2656288165890146,0.20573995817733415,0.06549767738499795
nsasgrp4,1,356,0.0625,1.525880361447074e-05,0.013638290562738414,0.018519560190376698
nsasgrp4,1,357,1.0,0.9592304232702442,0.6693373840698724,0.06867774539554271
nsasgrp4,1,358,0.09090909090909091,0.0007480462461613314,0.08217680588823514,0.18166507451236696
nsasgrp4,1,359,0.03125,2.36469080427959e-10,0.0014039085984521634,0.015117012266277244
nsasgrp4,1,360,1.0,0.8747939874372683,0.8202957745095835,0.29681530694870795
nsasgrp4,1,361,1.0,0.6879959106445317,0.391206938286088,0.3588557938652815
nsasgrp4,1,362,1.0,0.5788755790053988,0.39770666550449285,0.16434114854871898
nsasgrp4,1,363,1.0,0.751953125,0.3183735787558594,0.14968571439189485
nsasgrp4,1,364,1.0,0.8656086642477074,0.6793600119741487,0.37055497561776257
nsasgrp4,1,365,1.0,0.8917264938354492,0.5233964811089482,0.15724765224239032
nsasgrp4,1,366,1.0,0.9836274874401463,0.8178291758387105,0.20882640265674446
nsasgrp4,1,367,1.0,0.9921084046437159,0.8695680411855515,0.12070030120558957
nsasgrp4,1,368,1.0,0.9730331025501762,0.6886936023902117,0.3888104131386596
nsasgrp4,1,369,1.0,0.75,0.2775002877584246,0.16693256845743085
nsasgrp4,1,370,0.2,0.04697037534788255,0.19127386002595873,0.015841034493082377
nsasgrp4,1,371,0.018867924528301886,1.1102230246251565e-16,3.205372109110683e-05,0.003584161062615862
nsasgrp4,1,372,1.0,0.7500000000001137,0.27767276867597906,0.09580046485803452
nsasgrp4,1,373,1.0,0.688140869140625,0.4167766246511669,0.1100154963827479
nsasgrp4,1,374,0.3333333333333333,0.19731921837438215,0.3527276452711145,0.22647821259215867
nsasgrp4,1,375,1.0,0.9310032071445238,0.7178638857160022,0.39811758355531496
nsasgrp4,1,376,0.041666666666666664,8.940708084992366e-08,0.006768199108423658,0.004384072583852304
nsasgrp4,1,377,1.0,0.9494675165660738,0.6404469293949373,0.3008366260408808
nsasgrp4,1,378,0.16666666666666666,0.015689850784840313,0.09565884487511155,0.05154390059300326
nsasgrp4,1,379,0.2,0.035156250466571115,0.1278669902011641,0.06395338144488612
nsasgrp4,1,380,1.0,0.5097656250002275,0.2476696030061224,0.26488169937595385
nsasgrp4,1,381,1.0,0.5,0.15000000000537186,0.040903479065331746
nsasgrp4,1,382,1.0,0.9609460979991127,0.6222913501548291,0.3520776067925268
nsasgrp4,1,383,0.5,0.39453506574506036,0.36233776809966906,0.04405546351172967
nsasgrp4,1,384,1.0,0.5664220173212496,0.3150278748033479,0.20885715519413028
nsasgrp4,1,385,1.0,0.8469556279325468,0.5858932447162244,0.21280235693568963
nsasgrp4,1,386,0.021739130434782608,1.4210854715202004e-14,9.99876849762759e-05,0.0024442221558764006
nsasgrp4,1,387,1.0,0.724732399918139,0.5472845526975396,0.12484480082632626
nsasgrp4,1,388,1.0,0.899512412033801,0.6079520502201776,0.26296599208634724
nsasgrp4,1,389,0.0136986301369863,1.0587911840678754e-22,1.2423784524811424e-06,0.00020335903833259967
nsasgrp4,1,390,1.0,0.9698572756067426,0.6357229841589909,0.16388297543639266
nsasgrp4,1,391,0.3333333333333333,0.14702940454314728,0.3579493572744467,0.14852320463698174
nsasgrp4,1,392,0.5,0.4086380154186031,0.4341033619817865,0.059648038739256
nsasgrp4,1,393,0.25,0.10937500465661287,0.24020411292220037,0.0306492998248442
nsasgrp4,1,394,1.0,0.50048828125,0.1795311606511098,0.07065164898372941
nsasgrp4,1,395,0.5,0.4549107580170385,0.5253677915982483,0.1394539930580317
nsasgrp4,1,396,0.5,0.4583287373266107,0.5481534501326205,0.18765321568366586
nsasgrp4,1,397,0.14285714285714285,0.009765625000000028,0.09747125218226585,0.037802464450529115
nsasgrp4,1,398,1.0,0.9989595140107889,0.9206754103544627,0.31065073580388075
nsasgrp4,1,399,0.5,0.33008433878421783,0.35298718213897085,0.0435535668330443
nsasgrp4,1,400,1.0,0.8594627584144595,0.5760439959250133,0.3112473935731268
nttdata7Al0,1,351,1.0,0.7498242333532676,0.7888804490198145,0.39048822727544463
nttdata7Al0,1,352,0.5,0.3867189884185791,0.34547798070361674,0.012820735217242958
nttdata7Al0,1,353,1.0,0.9707181968790598,0.6573224292484223,0.44771251229606457
nttdata7Al0,1,354,0.25,0.06317144643981021,0.16557408146562685,0.05680820684833691
nttdata7Al0,1,355,1.0,0.7739582100202824,0.45663725002496147,0.15934633050621785
nttdata7Al0,1,356,0.08333333333333333,0.0002442672848701477,0.03149477149088288,0.01655299801079852
nttdata7Al0,1,357,1.0,0.8037867733362742,0.613360322765365,0.18432154594002942
nttdata7Al0,1,358,0.047619047619047616,7.152557657263969e-07,0.010873449626235796,0.007055030463194698
nttdata7Al0,1,359,0.3333333333333333,0.1259765663453437,0.1462073549705341,0.04877675601200643
nttdata7Al0,1,360,1.0,0.9989998335358903,0.9280889245156556,0.5555789048083879
nttdata7Al0,1,361,0.5,0.30860137939453125,0.3881533890425664,0.3344127306094852
nttdata7Al0,1,362,0.14285714285714285,0.00781298056244939,0.0643051949891936,0.041655971642632864
nttdata7Al0,1,363,0.3333333333333333,0.12512207031250006,0.12973879679747968,0.047147639363281146
nttdata7Al0,1,364,1.0,0.6209528536038549,0.639938601364647,0.5344848573975841
nttdata7Al0,1,365,1.0,0.9999217898630377,0.9513438531457624,0.7841255691569325
nttdata7Al0,1,366,1.0,0.6269528526097681,0.47591549749053474,0.4894010103194443
nttdata7Al0,1,367,0.5,0.3911137734612709,0.3420709013582511,0.0733696211913264
nttdata7Al0,1,368,1.0,0.999998094575048,0.9576502949412529,0.4496918674334792
nttdata7Al0,1,369,1.0,0.7585458755716559,0.3968482889776028,0.3383358181203884
nttdata7Al0,1,370,0.5,0.26611825085479546,0.2542977603879801,0.15092941926796977
nttdata7Al0,1,371,0.1111111111111111,0.0019531254656612873,0.0420181926950778,0.012897224759518064
nttdata7Al0,1,372,1.0,0.8086547856246398,0.5469074925097966,0.14941452418323994
nttdata7Al0,1,373,1.0,0.8220291140606832,0.5285709516222632,0.23544970989327338
nttdata7Al0,1,374,0.5,0.4573939250974781,0.5522958518468236,0.3248858911398253
nttdata7Al0,1,375,1.0,0.8821286036113705,0.594748404584126,0.2563794605595078
nttdata7Al0,1,376,0.0625,1.5258789062527756e-05,0.01312650028645912,0.008087851130069951
nttdata7Al0,1,377,1.0,0.6675186831858042,0.5335594482560989,0.27316228195613124
nttdata7Al0,1,378,0.07142857142857142,6.103515626421172e-05,0.01824714255281863,0.007962389406782051
nttdata7Al0,1,379,0.5,0.25000000186264515,0.12908942971075618,0.06793863025792612
nttdata7Al0,1,380,1.0,0.5009765625,0.18474254195277054,0.17678519683735563
nttdata7Al0,1,381,1.0,0.5000000298023803,0.15326331629619916,0.053794411848493616
nttdata7Al0,1,382,1.0,0.9951916411810089,0.8081910657373362,0.6167015999127279
nttdata7Al0,1,383,0.5,0.25024462770671363,0.1636321133999245,0.03317923997322924
nttdata7Al0,1,384,1.0,0.6333046556686677,0.35878594992089474,0.205552978825692
nttdata7Al0,1,385,0.5,0.49955458601471214,0.7431414963028353,0.30351074499545877
nttdata7Al0,1,386,0.05555555555555555,3.814697265625e-06,0.009467258460505796,0.013390522612920716
nttdata7Al0,1,387,0.0625,2.312660231934549e-05,0.029682475394839678,0.11343842670046701
nttdata7Al0,1,388,0.25,0.07118415835429914,0.24641026912788788,0.0693053456037668
nttdata7Al0,1,389,0.25,0.06268310931045563,0.13430302323530544,0.011444343473195302
nttdata7Al0,1,390,1.0,0.8731024265291616,0.7129467743624712,0.12278343376377057
nttdata7Al0,1,391,1.0,0.9991438974377365,0.900332093243995,0.3352999580762832
nttdata7Al0,1,392,1.0,0.9683535884663629,0.8048079716120593,0.43364524309455454
nttdata7Al0,1,393,1.0,0.5,0.1500000000010575,0.014943095689683918
nttdata7Al0,1,394,0.3333333333333333,0.125,0.108375,0.023226164202010596
nttdata7Al0,1,395,0.2,0.042976683145854296,0.2086491198036564,0.1978017258231705
nttdata7Al0,1,396,1.0,0.999942899681856,0.9124888580251808,0.3207973853116132
nttdata7Al0,1,397,0.013333333333333334,2.6469981574740525e-23,9.611225751019305e-07,0.009444509535148967
nttdata7Al0,1,398,0.5,0.4243931771998255,0.4907617539537464,0.1374542938938788
nttdata7Al0,1,399,0.5,0.43950536103537274,0.43125857460720485,0.10281808779486201
nttdata7Al0,1,400,1.0,0.9916881711025476,0.8694143413453317,0.4068320747973096
nttdata7Al2,1,351,1.0,0.8593332115572709,0.7591164967764734,0.402071372489307
nttdata7Al2,1,352,0.5,0.41040046513103334,0.3937111396432908,0.02108582390508766
nttdata7Al2,1,353,1.0,0.8815696792991401,0.5962520119875779,0.44477883456111383
nttdata7Al2,1,354,0.1,0.0014746189117432196,0.08844106082526292,0.04731255249509948
nttdata7Al2,1,355,1.0,0.7556228647044918,0.42782419919653486,0.1319386418890722
nttdata7Al2,1,356,0.2,0.03125005989568308,0.08354727493784977,0.030424120935465628
nttdata7Al2,1,357,1.0,0.9117409874348366,0.6773827305847604,0.2526692945027967
nttdata7Al2,1,358,0.043478260869565216,1.3411045429734259e-07,0.0068527641845642735,0.006746333556348282
nttdata7Al2,1,359,0.25,0.06347659233233616,0.13080583964123446,0.047836732551652314
nttdata7Al2,1,360,1.0,0.9999844315025257,0.9720528787054352,0.5734693167880688
nttdata7Al2,1,361,1.0,0.7266855239868164,0.5135432956643843,0.526943426943427
nttdata7Al2,1,362,0.2,0.03173828509170562,0.11052879086843655,0.054958902340081404
nttdata7Al2,1,363,0.2,0.0351564884185791,0.1313293540769771,0.048520806382711154
nttdata7Al2,1,364,0.5,0.47539711413727836,0.6035965962608046,0.45867527870451447
nttdata7Al2,1,365,1.0,0.9999541528886766,0.9561921649970863,0.7364226060665662
nttdata7Al2,1,366,0.3333333333333333,0.21641457071114234,0.5257853787355148,0.4959425590583199
nttdata7Al2,1,367,0.09090909090909091,0.0005531460051316217,0.059971221565266644,0.047164380694715666
nttdata7Al2,1,368,1.0,0.999999957174623,0.9847367295253567,0.5522363183875161
nttdata7Al2,1,369,1.0,0.7585754394754645,0.40542382215702893,0.35030458362747363
nttdata7Al2,1,370,1.0,0.8026460341829221,0.6314880667412959,0.22186799150685632
nttdata7Al2,1,371,0.5,0.25,0.12751673212494874,0.03357739281394312
nttdata7Al2,1,372,1.0,0.7763977069516843,0.494090166156384,0.13998254474581107
nttdata7Al2,1,373,1.0,0.774110078815298,0.4819533407182599,0.22737606096697535
nttdata7Al2,1,374,0.5,0.3660226689289967,0.5722530572555287,0.22671869758867147
nttdata7Al2,1,375,1.0,0.5741773146051021,0.5078308797457731,0.239389096208167
nttdata7Al2,1,376,0.013888888888888888,2.1175823720800554e-22,1.4747432374386177e-06,0.00382628172871569
nttdata7Al2,1,377,1.0,0.8267273979727747,0.5894963157770321,0.28577949345643294
nttdata7Al2,1,378,0.006172839506172839,1.710569414459006e-49,6.496428006355217e-13,0.00480379329803772
nttdata7Al2,1,379,0.5,0.25000000186264515,0.12908942971075618,0.06793863025792612
nttdata7Al2,1,380,1.0,0.50390625,0.19808659803548287,0.1886150422317359
nttdata7Al2,1,381,1.0,0.5000000037289283,0.1522324955302738,0.05767971394440784
nttdata7Al2,1,382,1.0,0.995637195192103,0.8164007140851817,0.6260722147387985
nttdata7Al2,1,383,1.0,0.5003070839450174,0.20444269634554782,0.03500321431191238
nttdata7Al2,1,384,1.0,0.751007199549584,0.3337919462245996,0.205852051536458
nttdata7Al2,1,385,0.5,0.4681380354123661,0.6915300283631388,0.33472947427972655
nttdata7Al2,1,386,0.07692307692307693,0.00012207031250088818,0.02138861870284111,0.020260616795678362
nttdata7Al2,1,387,0.029411764705882353,5.827167985505075e-11,0.000997592093241341,0.08568551093626892
nttdata7Al2,1,388,0.5,0.2556801438367984,0.2965085999315394,0.10233657496761442
nttdata7Al2,1,389,1.0,0.5000638963101665,0.1843680344307158,0.01768595044632759
nttdata7Al2,1,390,1.0,0.8731079995632189,0.6848646586333182,0.10107669846873878
nttdata7Al2,1,391,1.0,0.9999996383760139,0.9858950530763807,0.42775740755921127
nttdata7Al2,1,392,1.0,0.6868191855676995,0.6694264584196002,0.4342039031452582
nttdata7Al2,1,393,0.16666666666666666,0.015625,0.06655579730729606,0.0029569446004485546
nttdata7Al2,1,394,0.07142857142857142,6.103515625e-05,0.01813582403486194,0.006821593140305858
nttdata7Al2,1,395,0.3333333333333333,0.13385207305492647,0.23508435167530373,0.20694131919275396
nttdata7Al2,1,396,1.0,0.9989943504479026,0.8911637162924366,0.31816583137741017
nttdata7Al2,1,397,0.014705882352941176,3.388131889991397e-21,2.8481621100298584e-06,0.006840897697290711
nttdata7Al2,1,398,0.5,0.4243931771998255,0.4907617539537464,0.1374542938938788
nttdata7Al2,1,399,0.5,0.2988524511620305,0.35331542851797987,0.08565730051990192
nttdata7Al2,1,400,1.0,0.9921853910101073,0.9199973851679646,0.4808458221991834
