system,rho,topic,RR,RBP05,RBP085,AP
APL985L,1,392,1.0,0.6208980085639413,0.6248513860769815,0.28149209268160047
APL985L,1,393,1.0,0.7402343759349623,0.5860997583454292,0.11346945245606652
APL985L,1,394,1.0,0.5002441410906613,0.1762461004928688,0.07669852655772855
APL985L,1,395,0.25,0.11721801977092619,0.3141139469618387,0.188001824646575
APL985L,1,396,1.0,0.9626804777987062,0.7375805545249641,0.34929347171388203
APL985L,1,397,0.0072992700729927005,7.174648137510111e-42,6.517525514331892e-11,0.013608891641690334
APL985L,1,398,1.0,0.9829594437105991,0.7948181432275523,0.1820596059000345
APL985L,1,399,0.5,0.28222704143320243,0.24933574608309034,0.05857386418104695
APL985L,1,400,1.0,0.9988657794030908,0.898677526802073,0.4087861259028158
APL985LC,1,351,1.0,0.7280889824042465,0.5804967210836306,0.2260698117397764
APL985LC,1,352,0.1111111111111111,0.0029339792679445942,0.09245346010596064,0.03212402871621378
APL985LC,1,353,1.0,0.5975045222818095,0.5109678406603643,0.30520881504110753
APL985LC,1,354,1.0,0.5179465701205744,0.334333036643763,0.14961199746941198
APL985LC,1,355,1.0,0.5625009555369624,0.25062514724377694,0.06879122984866204
APL985LC,1,356,0.1111111111111111,0.0021972879769833753,0.07104354715506338,0.05934811386580674
APL985LC,1,357,1.0,0.9445851063188582,0.66016517994618,0.18029789201567809
APL985LC,1,358,0.5,0.31642556377483544,0.29733751324972574,0.09876478625848518
APL985LC,1,359,0.1111111111111111,0.0019550323486328125,0.04892475432152444,0.03373902962059059
APL985LC,1,360,1.0,0.999876573085521,0.9529264545928674,0.3825031547001305
APL985LC,1,361,0.3333333333333333,0.222930908203125,0.3673981877484534,0.31111111111111106
APL985LC,1,362,0.16666666666666666,0.016611099272779928,0.12148900326561828,0.06281871992651086
APL985LC,1,363,0.5,0.2539062504656613,0.1767313039596616,0.08198489540563496
APL985LC,1,364,1.0,0.9048284405329181,0.6860266575747855,0.5300743674815791
APL985LC,1,365,1.0,0.9994788616895676,0.9196861761828461,0.6023250493400153
APL985LC,1,366,1.0,0.8297509767097277,0.5774796287239846,0.3134645993437064
APL985LC,1,367,0.25,0.10540998744598085,0.4181233659129615,0.06916023052327128
APL985LC,1,368,1.0,0.9599029967540069,0.7628882929185085,0.4052491976314565
APL985LC,1,369,1.0,0.9065246600657844,0.506410658070179,0.4166535100640629
APL985LC,1,370,0.5,0.42015743133922134,0.5793213643000685,0.22142643830436745
APL985LC,1,371,0.030303030303030304,1.1641532182693481e-10,0.0008269835710853102,0.004392260047437762
APL985LC,1,372,1.0,0.5468788184230108,0.30647788582011537,0.10523897046988698
APL985LC,1,373,1.0,0.9797058701515217,0.7470457496468975,0.348210231145714
APL985LC,1,374,0.3333333333333333,0.17725641562740968,0.4055081613718084,0.1395908527901853
APL985LC,1,375,0.5,0.44454242303631086,0.5255761750919286,0.15618641277374246
APL985LC,1,376,0.043478260869565216,1.1920928955078125e-07,0.0042005641833100845,0.002532175035421841
APL985LC,1,377,1.0,0.7812500149011825,0.35856558507576947,0.1054202528025591
APL985LC,1,378,0.0625,1.5258847270160913e-05,0.013806068900610266,0.004922777938640812
APL985LC,1,379,1.0,0.5007648468017578,0.2280950591050463,0.12608222200284422
APL985LC,1,380,1.0,0.6259765625,0.29311754194992085,0.29083028750491197
APL985LC,1,381,1.0,0.500004768371582,0.16630693294110274,0.04934622207419425
APL985LC,1,382,0.5,0.3521042475476861,0.4286217235527278,0.27027183428438983
APL985LC,1,383,0.1,0.0009765625000355289,0.034957428059020634,0.006711946582409813
APL985LC,1,384,1.0,0.7666169413389596,0.4006791472718137,0.22693026804122737
APL985LC,1,385,1.0,0.5166025758080934,0.2624367283369253,0.06759902097748224
APL985LC,1,386,0.009009009009009009,3.851859917473064e-34,2.6154131764133745e-09,0.0044984277633255835
APL985LC,1,387,1.0,0.7816190719608755,0.4177639960224286,0.1449388795673144
APL985LC,1,388,0.2,0.03302002709826014,0.18895586477279,0.06922545651470725
APL985LC,1,389,0.011904761904761904,5.169878828456423e-26,2.0790364012827755e-07,0.00010516309984218199
APL985LC,1,390,1.0,0.740615844727472,0.6441167516111426,0.06823584398213961
APL985LC,1,391,1.0,0.7578201320284307,0.3502730671933177,0.05468170664462885
APL985LC,1,392,1.0,0.6208980085639413,0.6248523718914474,0.3093412867085944
APL985LC,1,393,1.0,0.7402348595205694,0.5932901987788004,0.10631015821103346
APL985LC,1,394,1.0,0.5019533634185791,0.19581548561827858,0.08415733817200041
APL985LC,1,395,0.25,0.11721801977092619,0.3141139469618387,0.18491530922024957
APL985LC,1,396,1.0,0.9628603472979229,0.7541355423036996,0.27534210430418066
APL985LC,1,397,0.01,7.888609053128473e-31,1.5509414092693204e-08,0.012538084293832697
APL985LC,1,398,1.0,0.6298828152939677,0.34413509096743905,0.056808841674443424
APL985LC,1,399,0.5,0.31250000750878826,0.22251679793514628,0.03698454479280468
APL985LC,1,400,1.0,0.998865779403092,0.8987057692235766,0.38173254697798836
att98atc,1,351,1.0,0.9999858074047576,0.9475551075109228,0.652596800103565
att98atc,1,352,1.0,0.9334589317206616,0.7926839149416899,0.45160306310037013
att98atc,1,353,1.0,0.9427201796043874,0.6434181085831787,0.5243832783428587
att98atc,1,354,0.0017985611510791368,4.239575861902385e-168,1.0083122198571859e-40,5.113331610925873e-05
att98atc,1,355,1.0,0.8284302437969018,0.4871600663438754,0.21890780115896116
att98atc,1,356,0.1,0.0009766817966010977,0.04027506813547756,0.0556419802173132
att98atc,1,357,1.0,0.9999656348942716,0.9672353608770967,0.41143637258723476
att98atc,1,358,1.0,0.9965983033303085,0.7820981359254923,0.4223850200603984
att98atc,1,359,0.02857142857142857,3.277023097664395e-11,0.0010848669709785704,0.016848175725450717
att98atc,1,360,1.0,0.9999923668675588,0.9852287842210166,0.5885264886630782
att98atc,1,361,1.0,0.570770263671875,0.3786802019321126,0.3935286935286935
att98atc,1,362,0.0048543689320388345,9.723461371658034e-63,5.09296897541628e-16,0.0009100516979570599
att98atc,1,363,0.045454545454545456,2.384185791015625e-07,0.004942504185994285,0.018386160700818763
att98atc,1,364,1.0,0.997076989762724,0.7907856455805058,0.5188880289839584
att98atc,1,365,1.0,0.9999296666064783,0.9314633804985142,0.6639118002808818
att98atc,1,366,0.5,0.46460378736389896,0.6056562758197918,0.39064931572744693
att98atc,1,367,0.04,4.470348358175981e-08,0.0056226502474571284,0.04707022387428721
att98atc,1,368,1.0,0.9997558495260824,0.967136997511878,0.691060199525607
att98atc,1,369,1.0,0.8837989047187875,0.5073915488827889,0.4924120949305516
att98atc,1,370,0.004132231404958678,1.414951208268282e-73,1.5425652178226668e-18,0.0018786663684850593
att98atc,1,371,0.0070921985815602835,3.587324068671532e-43,1.971246156862052e-11,0.0024690095684894967
att98atc,1,372,1.0,0.5000000037252903,0.1518638127619698,0.05769145076868249
att98atc,1,373,1.0,0.9731903790961952,0.6722311789897061,0.3452859878001398
att98atc,1,374,1.0,0.9980196976665232,0.8982086250971533,0.3336112823940312
att98atc,1,375,0.5,0.35937837939218353,0.3950645249862437,0.13581558236800667
att98atc,1,376,1.0,0.9706719220145075,0.7437374690742341,0.29676255806027674
att98atc,1,377,1.0,0.9421396447360308,0.594974590760439,0.3203814597966491
att98atc,1,378,0.021739130434782608,1.4211071557290862e-14,0.00010789771349887218,0.006515296102483371
att98atc,1,379,0.020833333333333332,3.552713678800501e-15,7.224050407718501e-05,0.003382427465939395
att98atc,1,380,1.0,0.7502441443502912,0.3045175277516294,0.3696495098750738
att98atc,1,381,0.3333333333333333,0.12500047684079618,0.11455611176772801,0.025366325329964415
att98atc,1,382,1.0,0.9895024393917993,0.7412035102017357,0.4904187664899233
att98atc,1,383,0.5,0.26562500000005684,0.19421982884312372,0.015125391785418534
att98atc,1,384,0.16666666666666666,0.02394295262661578,0.17929918282701385,0.197244138753665
att98atc,1,385,1.0,0.9999990262368379,0.9834708233335464,0.5696408464939965
att98atc,1,386,0.5,0.2500000009313226,0.12885534883293065,0.05596744391431126
att98atc,1,387,1.0,0.7504882812502285,0.30731539437683847,0.11947119954239994
att98atc,1,388,0.16666666666666666,0.01953126129231486,0.11968982833846634,0.04621226378820251
att98atc,1,389,0.3333333333333333,0.125,0.1083755512499491,0.0026798149160250696
att98atc,1,390,1.0,0.9995155339152011,0.8438891295268693,0.20570433165858518
att98atc,1,391,0.25,0.09567306406099825,0.3362411980067332,0.14412311273294942
att98atc,1,392,1.0,0.6228679999212015,0.6325734928896386,0.4483285943913603
att98atc,1,393,1.0,0.9920053780170425,0.8301965480774413,0.23103565312808041
att98atc,1,394,1.0,0.515625,0.21655579821303136,0.08359081966199675
att98atc,1,395,1.0,0.5769053328174361,0.46089548366257393,0.15087435341787037
att98atc,1,396,1.0,0.9999954214458961,0.9682629963718195,0.516405789801875
att98atc,1,397,1.0,0.531494140625,0.25340423585653793,0.07902431996988533
att98atc,1,398,0.010638297872340425,5.048709793414476e-29,4.093091480411032e-08,0.001554782591883764
att98atc,1,399,0.5,0.2500925117861392,0.17465257481723304,0.16578188604485142
att98atc,1,400,1.0,0.992013431672413,0.8616475881120267,0.45959525641391175
att98atdc,1,351,1.0,0.9978815843380442,0.8763829033384728,0.5934551108704317
att98atdc,1,352,1.0,0.9359712279794172,0.8016385420670261,0.4880336597706822
att98atdc,1,353,1.0,0.990473104650728,0.8150035143407822,0.5714416692271084
att98atdc,1,354,1.0,0.7384253043073417,0.6135733784259498,0.11972360679758778
att98atdc,1,355,1.0,0.9143105149271396,0.55917712735147,0.22778999076465073
att98atdc,1,356,0.1,0.0009765662291556648,0.037186921536673065,0.05148712080077846
att98atdc,1,357,1.0,0.8691215514748696,0.7779020146112497,0.40934849279952545
att98atdc,1,358,1.0,0.9981002826931662,0.8119760922861186,0.4645670328090706
att98atdc,1,359,1.0,0.5683596134787194,0.3372163702828465,0.15071667220683724
att98atdc,1,360,1.0,0.9999694671714401,0.9797415195400099,0.5924108090446086
att98atdc,1,361,0.5,0.320770263671875,0.3561802019321126,0.33797313797313794
att98atdc,1,362,1.0,0.5392159233456404,0.33892854009163503,0.14634499771411796
att98atdc,1,363,0.08333333333333333,0.0002593994140625,0.038208494862608494,0.027543597799214538
att98atdc,1,364,1.0,0.8740323935053699,0.7274053895601813,0.5312168184359539
att98atdc,1,365,1.0,0.9999726009745373,0.9397953924070097,0.7751447428178349
att98atdc,1,366,0.5,0.49842799363502727,0.71668308665103,0.45804263341462054
att98atdc,1,367,1.0,0.9998990362819318,0.9196678932450507,0.1931464186211242
att98atdc,1,368,1.0,0.9997558545460672,0.9676384287740184,0.6672784556708491
att98atdc,1,369,1.0,0.7753945402801037,0.46164758351769875,0.43957291687678973
att98atdc,1,370,1.0,0.9777038958857404,0.7275596728201025,0.18531977392983925
att98atdc,1,371,1.0,0.500015377998352,0.1673037232767915,0.08729946355314368
att98atdc,1,372,1.0,0.9874365332070738,0.7449059055648727,0.2742434318430518
att98atdc,1,373,1.0,0.9692708333764166,0.6186026214241702,0.33142081739386864
att98atdc,1,374,1.0,0.9994207981791141,0.8860363707853277,0.3295157311830924
att98atdc,1,375,1.0,0.7035467719117607,0.5217713885140862,0.19839534097260694
att98atdc,1,376,1.0,0.8191999129120787,0.5881447770175721,0.4296798911147692
att98atdc,1,377,1.0,0.9415593266385258,0.5758782563347484,0.31679665887801645
att98atdc,1,378,0.3333333333333333,0.15626621246340022,0.206823447149521,0.05328446451120054
att98atdc,1,379,0.02564102564102564,1.8189894035458565e-12,0.00031189645326465865,0.008877975452588388
att98atdc,1,380,1.0,0.7501220721760546,0.3006859040579331,0.37193145880271317
